Production,Hour,Month,Day,TotalConsumption,ChargingPower,BatteryEnergy,GridBalance,FromGrid,FeedIn,SelfConsumption,Revenue
2.7659688601915167,10,4,100,1.0313547497095863,1.7346141104819304,1.7172679693771111,0.0,-0.0,0.0,1.0313547497095863,0.33003351990706764
4.352596258109211,11,4,100,2.4625451036252537,1.8900511544839569,3.5884186123162287,0.0,-0.0,0.0,2.4625451036252537,0.7880144331600812
4.244872494335639,12,4,100,2.427531741593013,1.8173407527426262,5.387585957531429,0.0,-0.0,0.0,2.427531741593013,0.7768101573097641
3.3997259504325164,13,4,100,2.457616981390052,0.9421089690424642,6.3202738368834686,0.0,-0.0,0.0,2.457616981390052,0.7864374340448167
8.33857026375672,14,4,100,2.488823557913393,1.373460770824779,7.68,4.476285935018549,-0.0,4.476285935018549,2.488823557913393,1.15945032786229
10.928171214267223,15,4,100,1.0081802958359352,0.0,7.68,9.919990918431289,-0.0,9.919990918431289,1.0081802958359352,1.1271289581522768
3.218802227395743,16,4,100,1.1403744397718145,0.0,7.68,2.0784277876239283,-0.0,2.0784277876239283,1.1403744397718145,0.5334803143032812
4.2131115061815,17,4,100,1.3256560173704868,0.0,7.68,2.887455488811013,-0.0,2.887455488811013,1.3256560173704868,0.658382565701129
3.460996996178963,18,4,100,1.2975531856911795,0.0,7.68,2.1634438104877836,-0.0,2.1634438104877836,1.2975531856911795,0.5906723124517367
0.14163885147508556,19,4,100,1.1895380069526489,-1.0374201639227878,6.632100844522436,-0.010478991554775607,0.010478991554775607,0.0,1.1790590153978733,0.37729888492731944
0.0,20,4,100,1.0963061009697135,-1.0853430399600164,5.535794743552723,-0.010963061009697128,0.010963061009697128,0.0,1.0853430399600164,0.34730977278720526
0.0,21,4,100,0.9396147700784292,-0.9302186223776449,4.596179973474293,-0.00939614770078434,0.00939614770078434,0.0,0.9302186223776449,0.2976699591608464
0.0,22,4,100,0.8738769888120494,-0.865138218923929,3.722302984662244,-0.008738769888120501,0.008738769888120501,0.0,0.865138218923929,0.2768442300556573
-0.0,23,4,100,0.8338429752066123,-0.8255045454545462,2.888460009455632,-0.008338429752066112,0.008338429752066112,0.0,0.8255045454545462,0.2641614545454548
-0.0,0,4,101,0.7097832686793735,-0.7026854359925797,2.1786767407762584,-0.007097832686793759,0.007097832686793759,0.0,0.7026854359925797,0.22485933951762552
0.0,1,4,101,0.6790689829650972,-0.6722782931354462,1.499607757811161,-0.006790689829651031,0.006790689829651031,0.0,0.6722782931354462,0.2151290538033428
-0.0,2,4,101,0.6832186428290368,-0.6763864564007463,0.8163891149821243,-0.006832186428290421,0.006832186428290421,0.0,0.6763864564007463,0.21644366604823884
0.0,3,4,101,0.6976744251419499,-0.6906976808905304,0.11871468984017441,-0.0069767442514194755,0.0069767442514194755,0.0,0.6906976808905304,0.22102325788496974
0.0,4,4,101,0.7581506156181492,-0.11752754294177267,0.0,-0.6406230726763765,0.6406230726763765,0.0,0.1175275429417727,0.037608813741367264
0.0,5,4,101,0.8933821957776054,-0.0,0.0,-0.8933821957776054,0.8933821957776054,0.0,0.0,0.0
0.0,6,4,101,0.9483856752698969,-0.0,0.0,-0.9483856752698969,0.9483856752698969,0.0,0.0,0.0
0.0,7,4,101,0.8669790365018424,-0.0,0.0,-0.8669790365018424,0.8669790365018424,0.0,0.0,0.0
0.08254305984772027,8,4,101,0.9052066097785826,-0.0,0.0,-0.8226635499308623,0.8226635499308623,0.0,0.08254305984772026,0.026413779151270484
0.48053513270294024,9,4,101,0.9402926342659483,-0.0,0.0,-0.4597575015630081,0.4597575015630081,0.0,0.48053513270294024,0.15377124246494087
1.2087857633280321,10,4,101,0.966478716651735,0.2423070466762971,0.23988397620953414,0.0,-0.0,0.0,0.966478716651735,0.3092731893285552
2.252927144128257,11,4,101,2.397669070567402,-0.14329450717475373,0.09514204977038895,-0.0014474192643914585,0.0014474192643914585,0.0,2.396221651303011,0.7667909284169635
0.0,12,4,101,2.3626557085351614,-0.09419062927268507,0.0,-2.2684650792624765,2.2684650792624765,0.0,0.09419062927268484,0.03014100136725915
1.484942923584042,13,4,101,2.3927409483322006,-0.0,0.0,-0.9077980247481587,0.9077980247481587,0.0,1.484942923584042,0.4751817355468934
2.0303084345727163,14,4,101,2.4239475248555418,-0.0,0.0,-0.3936390902828255,0.3936390902828255,0.0,2.0303084345727163,0.6496986990632693
1.9536252504642957,15,4,101,0.9433042627780837,1.010320987686212,1.00021777780935,0.0,-0.0,0.0,0.9433042627780837,0.3018573640889868
2.0314947419517186,16,4,101,1.075498406713963,0.9559963352377556,1.946654149694728,0.0,-0.0,0.0,1.075498406713963,0.3441594901484682
7.675436342001193,17,4,101,1.2607799843126353,5.791258434651789,7.68,0.6233979230367686,-0.0,0.6233979230367686,1.2607799843126353,0.45400716653832524
2.852005007766209,18,4,101,1.232677152633328,0.0,7.68,1.6193278551328811,-0.0,1.6193278551328811,1.232677152633328,0.5257841778939416
2.315300126897981,19,4,101,1.1246619738947974,0.0,7.68,1.1906381530031838,-0.0,1.1906381530031838,1.1246619738947974,0.45645258585489334
-0.0,20,4,101,1.031430067911862,-1.0211157672327433,6.6485699320881375,-0.010314300679118649,0.010314300679118649,0.0,1.0211157672327433,0.3267570455144779
0.0,21,4,101,0.8747387370205777,-0.8659913496503719,5.77383119506756,-0.00874738737020575,0.00874738737020575,0.0,0.8659913496503719,0.27711723188811904
0.0,22,4,101,0.809000955754198,-0.8009109461966559,4.964830239313362,-0.008090009557542022,0.008090009557542022,0.0,0.8009109461966559,0.2562915027829299
-0.0,23,4,101,0.7689669421487608,-0.7612772727272732,4.1958632971646015,-0.007689669421487633,0.007689669421487633,0.0,0.7612772727272732,0.24360872727272742
-0.0,0,4,102,0.7279650868611918,-0.7206854359925798,3.4678982103034097,-0.007279650868611931,0.007279650868611931,0.0,0.7206854359925798,0.23061933951762556
-0.0,1,4,102,0.6972508011469154,-0.6902782931354462,2.7706474091564943,-0.006972508011469203,0.006972508011469203,0.0,0.6902782931354462,0.22088905380334278
0.0,2,4,102,0.701400461010855,-0.6943864564007464,2.0692469481456395,-0.007014004610108593,0.007014004610108593,0.0,0.6943864564007464,0.22220366604823885
