"Time","entity_id","Verbrauch"
1693141200000,stromverbrauch_gesamt,0.4834738351254373
1693144800000,stromverbrauch_gesamt,0.991387214935628
1693148400000,stromverbrauch_gesamt,0.8620734528628873
1693152000000,stromverbrauch_gesamt,0.5344432748538566
1693155600000,stromverbrauch_gesamt,0.3199777777778081
1693159200000,stromverbrauch_gesamt,1.0974999999999682
1693162800000,stromverbrauch_gesamt,1.0335000000000605
1693166400000,stromverbrauch_gesamt,0.6499999999999773
1693170000000,stromverbrauch_gesamt,0.3499999999999659
1693173600000,stromverbrauch_gesamt,0.30000000000001137
1693177200000,stromverbrauch_gesamt,0.25
1693180800000,stromverbrauch_gesamt,0.19999999999998863
1693184400000,stromverbrauch_gesamt,0.19999999999998863
1693188000000,stromverbrauch_gesamt,0.25000000000005684
1693191600000,stromverbrauch_gesamt,0.2999999999999545
1693195200000,stromverbrauch_gesamt,0.35000000000002274
1693198800000,stromverbrauch_gesamt,0.5364782608695577
1693202400000,stromverbrauch_gesamt,0.3822099111733337
1693206000000,stromverbrauch_gesamt,0.4977314708142444
1693209600000,stromverbrauch_gesamt,0.4661652628033153
1693213200000,stromverbrauch_gesamt,0.5025321156160771
1693216800000,stromverbrauch_gesamt,0.4869519442406727
1693220400000,stromverbrauch_gesamt,0.5373889784079324
1693224000000,stromverbrauch_gesamt,0.5181658184509956
1693227600000,stromverbrauch_gesamt,0.4347365979841129
1693231200000,stromverbrauch_gesamt,0.41153487773510733
1693234800000,stromverbrauch_gesamt,0.4254647619046068
1693238400000,stromverbrauch_gesamt,0.3887375609756418
1693242000000,stromverbrauch_gesamt,0.6364024390243799
1693245600000,stromverbrauch_gesamt,0.5925000000000296
1693249200000,stromverbrauch_gesamt,0.5500000000000114
1693252800000,stromverbrauch_gesamt,0.39999999999997726
1693256400000,stromverbrauch_gesamt,0.30000000000001137
1693260000000,stromverbrauch_gesamt,0.2999999999999545
1693263600000,stromverbrauch_gesamt,0.25000000000005684
1693267200000,stromverbrauch_gesamt,0.19999999999998863
1693270800000,stromverbrauch_gesamt,0.25
1693274400000,stromverbrauch_gesamt,0.2999999999999545
1693278000000,stromverbrauch_gesamt,0.25000000000005684
